#     FILENAME=!/raid/scratch/cyborg/SkynetData/Skynet_60333_barnard_33-nb_107271/Cyborg/Skynet_60333_barnard_33-nb_107271_56634.cyb.fits
#     BASENAME=Skynet_60333_barnard_33-nb_107271_56634
#      CONTROL=SKYNET
#     PROJCODE=Skynet_60333_barnard_33-nb_107271
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=Skynet_60333_barnard_33-nb_107271/Cyborg
#     SCANNAME=2019_06_26_10
#     SRC_NAME=barnard_33-nb
#     OBSERVER=socamrad_21318
#     DATE_OBS=2024-01-24T03:19:52.000
#        OBSID=107271
#      SCANNUM=56634
#          MJD=60333.1408
#          UTC=12168
#     SCANTYPE=ralongmap
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#     TUNEFREQ=1406.2600
# Actual_FREQ1=1421.8850
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.260
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#        NCHAN=1024 
#    STARTCHAN=51 
#     STOPCHAN=972 
#         TAVE=0.1470
#         TBIN=0.00000000
#       ACCLEN=0.00000000
#        FOCUS=37.0489
#       RA,DEC=05:32:14.91, -04:40:06.56 
#      RA(hrs)=5.537480
#     DEC(deg)=-4.668490
#    AZIM(deg)=193.492
#    ELEV(deg)=45.838
#     COORDREF=RA_DEC_
#         HREF=85.245400
#         VREF=-2.458300
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=11.00, 12.00
#   BALANCELEV=1.200
#   POWER_XLYR=1.724, 2.231
#       VELDEF=RADI-OBS
#     VELOCITY=0.000
#         NPOL=2
#      POLMODE=Linear
#      POLTYPE=
#      WARNING=None
#     CRYOTEMP=289
#      BOXTEMP=23
#     NOISECAL=HI
#       PRECAL=2
#      POSTCAL=2
#    TCAL_XL1=9.1665
#    TCAL_YR1=10.0295
#    TCAL_XL2=9.1530
#    TCAL_YR2=9.9400
#     TRX_XL1=7.4595
#     TRX_YR1=7.4595
#     TRX_XL2=8.0030
#     TRX_YR2=8.0030
#Freq1(MHz)          XL1          YR1  Freq2(MHz)          XL2          YR2 
   1425.36400     237.6279     274.8847   1409.73900     330.5500     380.2486
   1425.34875     237.7996     275.7212   1409.72375     330.6623     380.1865
   1425.33349     237.8835     276.1948   1409.70849     330.5529     380.3124
   1425.31823     237.9470     276.5982   1409.69323     331.0487     379.7596
   1425.30297     238.0973     276.7626   1409.67797     331.0369     380.1322
   1425.28771     238.1812     277.2560   1409.66271     331.8718     379.6436
   1425.27245     238.6204     277.8229   1409.64745     332.0816     379.6452
   1425.25719     238.5796     278.7433   1409.63219     332.0854     379.8186
   1425.24193     238.9304     279.0487   1409.61693     332.7490     379.4151
   1425.22667     238.8832     279.5808   1409.60167     332.5573     379.4938
   1425.21142     239.4235     280.0246   1409.58642     332.9767     379.1574
   1425.19616     239.4572     280.2994   1409.57116     333.3975     378.7495
   1425.18090     239.7980     281.0050   1409.55590     332.9889     379.0043
   1425.16564     239.7315     281.3345   1409.54064     333.9333     378.5631
   1425.15038     239.5759     281.9879   1409.52538     334.2376     378.6428
   1425.13512     240.1421     282.3793   1409.51012     334.4032     378.7250
   1425.11986     240.0689     282.8833   1409.49486     334.8059     378.4248
   1425.10460     240.1830     283.3773   1409.47960     334.9140     378.3138
   1425.08935     240.7146     284.0226   1409.46435     334.9938     377.9036
   1425.07409     240.9657     284.7017   1409.44909     335.4395     377.7885
   1425.05883     240.8122     285.1642   1409.43383     335.5685     378.0609
   1425.04357     241.1307     285.7316   1409.41857     335.9685     377.7159
   1425.02831     241.2969     285.9547   1409.40331     336.0243     377.1279
   1425.01305     241.8451     286.3382   1409.38805     336.6450     377.3563
   1424.99779     241.7880     286.9192   1409.37279     336.5258     376.9937
   1424.98253     242.1024     287.4973   1409.35753     336.6238     377.0538
   1424.96728     242.0811     287.9876   1409.34228     337.0492     376.4910
   1424.95202     242.3340     288.6138   1409.32702     337.4243     377.0260
   1424.93676     242.6499     289.1761   1409.31176     337.7279     376.4107
   1424.92150     242.6741     289.4994   1409.29650     337.6177     375.9464
   1424.90624     242.9456     290.1064   1409.28124     337.8870     375.6947
   1424.89098     243.1917     290.3972   1409.26598     338.3896     376.1159
   1424.87572     243.4403     291.0550   1409.25072     338.3957     375.2956
   1424.86046     243.5102     291.3618   1409.23546     339.0933     375.6355
   1424.84521     243.8521     291.8564   1409.22021     339.3169     374.9396
   1424.82995     243.8346     292.1097   1409.20495     339.3666     374.8653
   1424.81469     244.2598     292.8265   1409.18969     339.4405     375.1473
   1424.79943     244.4157     293.3558   1409.17443     339.9366     374.8938
   1424.78417     244.6119     293.9370   1409.15917     339.6392     374.8575
   1424.76891     245.1248     294.2275   1409.14391     340.0225     374.5985
   1424.75365     244.9846     294.7919   1409.12865     340.5224     373.7028
   1424.73839     245.3206     295.0358   1409.11339     340.4629     374.5426
   1424.72313     245.4518     296.3524   1409.09813     340.8307     373.6259
   1424.70788     245.7356     296.5883   1409.08288     340.8915     374.0186
   1424.69262     245.7613     296.3744   1409.06762     341.6485     373.0399
   1424.67736     246.2907     297.2852   1409.05236     341.5595     373.0623
   1424.66210     246.4414     297.7057   1409.03710     342.8461     374.6265
   1424.64684     246.5436     298.2847   1409.02184     341.9074     372.9814
   1424.63158     246.9718     299.0700   1409.00658     342.0886     372.4331
   1424.61632     247.2658     299.1299   1408.99132     342.7328     372.2628
   1424.60106     247.4771     299.6455   1408.97606     342.7521     372.2329
   1424.58581     247.6105     300.2743   1408.96081     342.8454     371.9127
   1424.57055     247.6582     300.8112   1408.94555     343.1813     371.5289
   1424.55529     248.3387     301.4565   1408.93029     343.1701     371.7426
   1424.54003     248.0177     301.7916   1408.91503     343.4006     371.3681
   1424.52477     248.5788     302.0489   1408.89977     343.4410     370.9521
   1424.50951     248.7911     302.8983   1408.88451     343.5068     370.5734
   1424.49425     248.9170     302.9940   1408.86925     344.1153     370.6982
   1424.47899     249.1481     303.7628   1408.85399     343.9696     370.4784
   1424.46374     249.8533     303.8628   1408.83874     344.5456     369.9227
   1424.44848     249.7789     304.5831   1408.82348     344.1372     370.1592
   1424.43322     250.0501     305.1206   1408.80822     344.4546     369.8937
   1424.41796     250.2637     305.6658   1408.79296     344.8119     369.5366
   1424.40270     250.3665     305.8281   1408.77770     345.0859     369.1930
   1424.38744     250.7874     306.4589   1408.76244     344.9949     368.7606
   1424.37218     250.9650     306.9326   1408.74718     345.5536     368.4059
   1424.35692     251.3642     307.2840   1408.73192     345.4380     368.6950
   1424.34167     251.2784     307.5003   1408.71667     346.1924     368.3681
   1424.32641     251.8059     308.3079   1408.70141     345.6523     367.9293
   1424.31115     251.8676     308.8275   1408.68615     346.2925     367.9806
   1424.29589     252.1868     309.6494   1408.67089     346.6192     367.7271
   1424.28063     252.6372     309.7290   1408.65563     346.3741     366.9899
   1424.26537     252.8796     309.9008   1408.64037     346.1105     366.9203
   1424.25011     252.9077     310.9103   1408.62511     346.5688     367.0747
   1424.23485     253.2799     311.0950   1408.60985     347.3879     366.7458
   1424.21959     253.2535     311.2685   1408.59459     347.1207     366.1722
   1424.20434     253.4936     311.9043   1408.57934     347.1915     366.3635
   1424.18908     254.0818     312.3760   1408.56408     347.5650     365.6995
   1424.17382     254.3523     312.6003   1408.54882     347.4960     365.7309
   1424.15856     254.4326     312.7883   1408.53356     347.5737     365.2499
   1424.14330     254.9024     313.7984   1408.51830     347.4561     364.7224
   1424.12804     255.0907     313.7915   1408.50304     347.6406     364.6436
   1424.11278     255.0969     314.5069   1408.48778     347.9589     364.6733
   1424.09752     255.5044     315.0352   1408.47252     348.2530     364.3494
   1424.08227     255.6946     315.1296   1408.45727     348.1786     363.8278
   1424.06701     255.7156     315.3386   1408.44201     348.1904     363.7827
   1424.05175     256.0995     315.9349   1408.42675     348.9170     363.2271
   1424.03649     256.6362     316.3783   1408.41149     348.6069     363.0884
   1424.02123     256.8607     316.7650   1408.39623     348.6437     362.5288
   1424.00597     257.0817     317.1540   1408.38097     349.3569     362.1074
   1423.99071     257.2030     317.6731   1408.36571     348.9639     362.7564
   1423.97545     257.7324     318.0528   1408.35045     348.9772     362.0909
   1423.96020     257.9653     318.6794   1408.33520     348.8527     361.8394
   1423.94494     258.0976     319.1021   1408.31994     349.5148     361.3060
   1423.92968     258.3232     319.5809   1408.30468     349.7310     361.3114
   1423.91442     258.6931     319.7497   1408.28942     349.8102     361.0123
   1423.89916     258.7824     319.9890   1408.27416     349.7369     360.4273
   1423.88390     258.8955     320.6533   1408.25890     349.8746     360.1853
   1423.86864     259.3075     320.6499   1408.24364     349.7376     359.9383
   1423.85338     259.6844     321.1572   1408.22838     350.0873     359.9581
   1423.83812     259.5310     321.6957   1408.21312     349.5961     359.5520
   1423.82287     259.8736     322.2821   1408.19787     350.0357     358.9214
   1423.80761     260.4940     322.2308   1408.18261     349.8855     358.9728
   1423.79235     260.7257     322.4435   1408.16735     350.2276     357.9782
   1423.77709     261.0742     322.7676   1408.15209     350.4286     357.9702
   1423.76183     261.1815     323.6376   1408.13683     350.4474     357.6468
   1423.74657     261.4883     324.1493   1408.12157     350.2129     357.0458
   1423.73131     261.8604     324.0626   1408.10631     350.0135     357.1555
   1423.71605     261.7265     324.2799   1408.09105     350.4387     356.9554
   1423.70080     262.2379     324.5530   1408.07580     350.3097     356.5519
   1423.68554     262.2534     325.1115   1408.06054     350.7045     355.8333
   1423.67028     262.8217     325.6429   1408.04528     351.0987     355.6329
   1423.65502     262.7471     326.0323   1408.03002     350.6044     355.3745
   1423.63976     263.0731     326.1983   1408.01476     350.3451     355.4301
   1423.62450     263.3847     326.5093   1407.99950     351.0435     355.1781
   1423.60924     263.5529     326.4486   1407.98424     350.8619     354.5762
   1423.59398     263.6942     327.0866   1407.96898     350.8444     353.9761
   1423.57873     264.0150     327.3960   1407.95373     350.9434     354.1890
   1423.56347     264.3109     327.4918   1407.93847     351.3481     353.3879
   1423.54821     264.4970     327.8042   1407.92321     350.6482     353.5408
   1423.53295     264.6189     328.1613   1407.90795     350.8806     352.7062
   1423.51769     265.2754     328.3684   1407.89269     350.8000     352.6393
   1423.50243     265.2479     328.6153   1407.87743     350.5975     352.3878
   1423.48717     265.7461     328.9005   1407.86217     350.9795     351.8435
   1423.47191     265.5470     329.4296   1407.84691     350.7798     351.4216
   1423.45666     266.1220     329.6580   1407.83166     350.9233     351.3585
   1423.44140     266.4070     329.8403   1407.81640     351.6204     350.9427
   1423.42614     266.4823     330.4888   1407.80114     350.7170     350.7662
   1423.41088     266.9476     330.5186   1407.78588     351.2162     350.2498
   1423.39562     267.2022     330.7867   1407.77062     350.9102     350.0930
   1423.38036     267.2270     331.3460   1407.75536     351.1871     349.4443
   1423.36510     267.6188     331.4289   1407.74010     350.6101     349.1799
   1423.34984     267.9536     331.1096   1407.72484     351.1605     349.0646
   1423.33458     267.8342     331.9159   1407.70958     350.6345     348.4522
   1423.31933     268.0236     331.9320   1407.69433     351.3226     348.1993
   1423.30407     268.1817     332.5571   1407.67907     350.4646     347.7937
   1423.28881     268.6487     332.4970   1407.66381     350.8814     347.5525
   1423.27355     268.6449     332.4588   1407.64855     351.0502     347.0390
   1423.25829     269.0651     333.1779   1407.63329     351.1446     346.5180
   1423.24303     269.4224     332.8503   1407.61803     350.5212     346.4214
   1423.22777     269.9247     333.3284   1407.60277     351.1154     345.8667
   1423.21251     270.0171     333.5433   1407.58751     350.5977     345.8402
   1423.19726     270.0986     333.5462   1407.57226     350.5660     345.0215
   1423.18200     270.4390     333.8426   1407.55700     350.5901     345.0121
   1423.16674     270.7281     333.9048   1407.54174     350.2293     345.0581
   1423.15148     270.8151     334.5431   1407.52648     350.7232     344.2759
   1423.13622     270.8389     334.2776   1407.51122     350.3540     343.7214
   1423.12096     271.4155     334.6596   1407.49596     349.9040     343.6466
   1423.10570     271.5089     334.4566   1407.48070     350.5262     343.2766
   1423.09044     271.7905     335.1819   1407.46544     350.6446     343.1039
   1423.07519     272.0991     335.0866   1407.45019     350.3361     343.0195
   1423.05993     272.2837     335.2694   1407.43493     349.6795     342.0098
   1423.04467     272.5594     335.6979   1407.41967     350.0976     341.6936
   1423.02941     272.6877     335.7809   1407.40441     350.0112     341.6756
   1423.01415     273.1284     335.9589   1407.38915     349.6526     341.2351
   1422.99889     273.1393     335.6551   1407.37389     350.0115     340.8985
   1422.98363     273.3094     336.3123   1407.35863     349.7977     340.3046
   1422.96837     273.8384     336.1535   1407.34337     349.4016     340.5259
   1422.95312     274.0294     336.4873   1407.32812     349.5748     340.1661
   1422.93786     274.2458     336.5509   1407.31286     349.4773     339.6401
   1422.92260     274.2939     336.7887   1407.29760     349.3792     338.9876
   1422.90734     274.5533     336.7878   1407.28234     349.2304     339.1012
   1422.89208     274.8517     337.5137   1407.26708     349.4324     338.5058
   1422.87682     274.8779     336.9465   1407.25182     349.3298     338.0067
   1422.86156     275.1888     337.1613   1407.23656     349.0865     337.5174
   1422.84630     275.6662     337.5505   1407.22130     349.0562     337.5734
   1422.83104     275.8372     337.1520   1407.20604     348.7692     336.9794
   1422.81579     276.1308     337.6872   1407.19079     348.5812     336.5761
   1422.80053     276.1956     337.6992   1407.17553     348.7426     336.2959
   1422.78527     276.5784     337.5782   1407.16027     348.3388     335.6686
   1422.77001     276.7597     338.0004   1407.14501     348.2789     335.5948
   1422.75475     276.6315     338.2171   1407.12975     348.6214     335.6354
   1422.73949     276.9784     338.1277   1407.11449     348.0925     334.6375
   1422.72423     277.5153     338.3765   1407.09923     348.3205     334.6981
   1422.70897     277.5744     338.3731   1407.08397     348.0040     334.4290
   1422.69372     277.5289     338.4584   1407.06872     347.7492     334.2309
   1422.67846     277.7800     338.3337   1407.05346     347.7206     333.5139
   1422.66320     278.4760     338.4080   1407.03820     347.6678     333.1826
   1422.64794     278.3622     338.6870   1407.02294     347.7424     332.7275
   1422.63268     278.6588     338.5120   1407.00768     347.4589     332.8381
   1422.61742     278.8633     338.5991   1406.99242     347.3758     332.6672
   1422.60216     279.3958     338.7385   1406.97716     347.4028     332.0561
   1422.58690     279.0848     338.4730   1406.96190     346.7892     331.6050
   1422.57165     279.7119     338.8291   1406.94665     347.2159     331.3419
   1422.55639     279.8065     339.1613   1406.93139     346.6128     331.0971
   1422.54113     280.0524     339.2299   1406.91613     346.7066     330.3542
   1422.52587     280.5413     339.4603   1406.90087     346.6978     330.0018
   1422.51061     280.2037     339.4550   1406.88561     346.4496     330.0724
   1422.49535     280.8376     339.1459   1406.87035     346.4875     329.5436
   1422.48009     281.0924     339.3440   1406.85509     346.0010     329.2487
   1422.46483     281.3370     339.3955   1406.83983     345.7481     329.0393
   1422.44958     281.2209     339.6692   1406.82458     345.8991     328.6648
   1422.43432     281.2059     338.9682   1406.80932     345.6455     328.2738
   1422.41906     282.1088     339.2011   1406.79406     345.7263     328.6586
   1422.40380     281.9667     339.5668   1406.77880     345.7905     327.6965
   1422.38854     282.0526     339.6362   1406.76354     345.3444     327.4691
   1422.37328     282.5279     339.6440   1406.74828     345.6926     327.0549
   1422.35802     282.6414     339.6026   1406.73302     345.3134     326.8120
   1422.34276     282.9657     339.7166   1406.71776     345.2342     326.3771
   1422.32750     283.2610     339.6830   1406.70250     344.5697     326.2580
   1422.31225     283.1825     339.3448   1406.68725     344.7764     325.7219
   1422.29699     283.6986     339.3062   1406.67199     344.6530     325.6953
   1422.28173     283.8609     339.4479   1406.65673     344.4888     325.0049
   1422.26647     284.0666     339.3075   1406.64147     344.1392     325.1294
   1422.25121     284.2031     339.5734   1406.62621     344.2545     324.6396
   1422.23595     284.5070     339.6527   1406.61095     343.7240     323.9565
   1422.22069     284.8211     339.6202   1406.59569     343.7240     323.9657
   1422.20543     285.0900     339.5446   1406.58043     343.3976     323.8008
   1422.19018     285.4023     339.7518   1406.56518     342.9984     323.5789
   1422.17492     285.4369     339.2321   1406.54992     343.2714     322.9990
   1422.15966     285.8167     339.3675   1406.53466     343.4980     322.3863
   1422.14440     286.0270     339.3134   1406.51940     343.2260     322.7165
   1422.12914     285.8466     339.3679   1406.50414     342.8123     322.0063
   1422.11388     286.3074     339.5288   1406.48888     342.8961     321.7272
   1422.09862     286.6101     339.2590   1406.47362     342.6223     321.4935
   1422.08336     286.8094     339.3077   1406.45836     342.1164     321.3213
   1422.06811     287.2071     339.1797   1406.44311     342.2757     320.9096
   1422.05285     287.1671     339.0414   1406.42785     341.8794     320.4047
   1422.03759     287.6078     339.3955   1406.41259     341.7684     320.4174
   1422.02233     287.4474     338.9580   1406.39733     341.2091     320.1552
   1422.00707     287.9950     338.9640   1406.38207     341.1171     319.8195
   1421.99181     288.1724     338.8841   1406.36681     341.1495     319.4471
   1421.97655     288.4648     339.0043   1406.35155     340.7162     319.5510
   1421.96129     288.5650     339.2218   1406.33629     340.7279     319.1652
   1421.94604     288.7336     339.0060   1406.32104     340.7570     318.8586
   1421.93078     289.3413     338.5205   1406.30578     340.2868     318.5297
   1421.91552     289.3874     338.8023   1406.29052     340.1669     318.4091
   1421.90026     289.5580     338.5747   1406.27526     341.0746     318.8686
   1421.88500     289.7872     338.7115   1406.26000     340.8326     319.0166
   1421.86974     290.0164     338.8477   1406.24474     340.5903     319.1644
   1421.85448     290.0091     339.0827   1406.22948     339.6021     317.2950
   1421.83922     290.1728     338.4496   1406.21422     339.7140     317.8263
   1421.82396     290.6662     338.3455   1406.19896     339.6713     317.1003
   1421.80871     291.1904     338.3883   1406.18371     339.3460     317.0129
   1421.79345     291.4118     338.1100   1406.16845     338.9018     316.9431
   1421.77819     291.3258     338.6868   1406.15319     339.0039     316.1674
   1421.76293     291.5280     338.2401   1406.13793     339.0010     316.1742
   1421.74767     292.0625     337.9856   1406.12267     338.8434     316.2652
   1421.73241     291.9442     337.7858   1406.10741     339.1359     315.9945
   1421.71715     292.9530     337.6912   1406.09215     338.8752     315.8066
   1421.70189     292.4426     337.6299   1406.07689     338.9607     315.5831
   1421.68664     292.7672     337.6573   1406.06164     338.6734     315.7436
   1421.67138     293.3783     337.6310   1406.04638     338.6828     314.8709
   1421.65612     293.4968     337.8902   1406.03112     338.3680     315.5779
   1421.64086     293.2138     337.4909   1406.01586     338.2959     315.2044
   1421.62560     293.7679     337.4094   1406.00060     338.2174     315.4942
   1421.61034     293.8828     337.4864   1405.98534     338.1669     314.9464
   1421.59508     294.1294     336.8659   1405.97008     338.4054     314.9670
   1421.57982     294.4962     337.3351   1405.95482     337.9794     314.7786
   1421.56457     294.7635     337.0252   1405.93957     337.9155     314.6908
   1421.54931     294.7548     336.6887   1405.92431     337.6895     313.9515
   1421.53405     295.2894     336.9844   1405.90905     337.5582     314.0646
   1421.51879     295.6436     336.9830   1405.89379     337.5417     313.9631
   1421.50353     295.5193     336.8532   1405.87853     337.5676     314.3109
   1421.48827     295.9269     336.6607   1405.86327     336.9564     314.0425
   1421.47301     296.0123     336.5894   1405.84801     336.8199     313.7115
   1421.45775     296.3927     336.1751   1405.83275     336.8976     313.6150
   1421.44250     296.4860     336.3712   1405.81750     336.5740     313.3352
   1421.42724     296.8127     336.2052   1405.80224     336.6674     313.4688
   1421.41198     297.4164     335.5241   1405.78698     336.8599     313.2055
   1421.39672     297.5064     335.7314   1405.77172     336.1684     313.2730
   1421.38146     297.3479     335.8425   1405.75646     336.0411     312.9413
   1421.36620     297.4675     335.7979   1405.74120     336.5277     313.3796
   1421.35094     297.6272     335.3478   1405.72594     336.3010     312.9804
   1421.33568     298.4008     335.2282   1405.71068     335.7873     313.1080
   1421.32042     298.4734     335.3838   1405.69542     336.1467     312.9512
   1421.30517     298.5674     335.0482   1405.68017     335.5933     312.6936
   1421.28991     298.8034     335.2833   1405.66491     336.1670     312.3015
   1421.27465     299.1288     335.1711   1405.64965     335.2905     312.4144
   1421.25939     299.0633     334.4796   1405.63439     335.1232     311.9316
   1421.24413     299.4922     334.5951   1405.61913     335.4941     312.5036
   1421.22887     299.8018     334.6068   1405.60387     335.3347     312.0544
   1421.21361     299.9371     334.1369   1405.58861     335.3723     311.9974
   1421.19835     299.7786     334.3616   1405.57335     335.1287     312.1573
   1421.18310     300.6932     333.6581   1405.55810     334.6874     311.9258
   1421.16784     300.3370     333.9305   1405.54284     334.6898     311.5829
   1421.15258     300.9430     333.6672   1405.52758     334.1624     311.8188
   1421.13732     300.9945     333.7907   1405.51232     334.4308     311.7990
   1421.12206     301.2018     333.2892   1405.49706     334.5522     312.0480
   1421.10680     301.3394     333.0141   1405.48180     334.4168     311.5422
   1421.09154     301.5234     333.0479   1405.46654     334.2518     311.4633
   1421.07628     301.7803     332.7246   1405.45128     334.0167     311.1279
   1421.06103     301.7693     332.9369   1405.43603     334.3562     311.0802
   1421.04577     302.3842     332.5664   1405.42077     333.2658     311.1733
   1421.03051     302.5455     332.1889   1405.40551     333.4219     310.7613
   1421.01525     302.8036     332.5484   1405.39025     333.1488     311.4502
   1420.99999     302.7642     332.2208   1405.37499     333.5624     310.9436
   1420.98473     303.2138     332.4404   1405.35973     333.4176     310.8912
   1420.96947     303.1562     331.8177   1405.34447     333.2025     310.9943
   1420.95421     303.5775     331.9615   1405.32921     332.8570     310.4973
   1420.93896     303.3287     331.4534   1405.31396     332.7651     310.9158
   1420.92370     303.9384     331.1263   1405.29870     332.6237     310.8029
   1420.90844     304.1364     331.4583   1405.28344     332.2711     310.6357
   1420.89318     304.1775     331.2044   1405.26818     332.3733     310.2132
   1420.87792     304.6430     330.7633   1405.25292     332.3492     310.6763
   1420.86266     304.7621     330.7408   1405.23766     332.0692     310.7574
   1420.84740     304.8181     330.7392   1405.22240     332.1783     310.5591
   1420.83214     305.3315     330.2823   1405.20714     331.8376     310.4212
   1420.81688     305.2335     330.4175   1405.19188     331.9585     310.4747
   1420.80163     305.3921     330.3468   1405.17663     331.5652     310.6254
   1420.78637     305.9907     329.9724   1405.16137     331.5648     310.6231
   1420.77111     305.7956     329.5579   1405.14611     331.2413     310.5276
   1420.75585     306.3228     329.6858   1405.13085     331.1342     310.2026
   1420.74059     306.3987     329.1899   1405.11559     331.2441     310.3596
   1420.72533     306.6605     329.0475   1405.10033     331.0104     310.1239
   1420.71007     306.5846     329.1053   1405.08507     330.6013     310.1283
   1420.69481     306.8038     328.9593   1405.06981     330.5775     310.0498
   1420.67956     307.1325     328.9774   1405.05456     330.4090     310.4751
   1420.66430     307.0631     328.5925   1405.03930     330.2115     310.5406
   1420.64904     307.3860     328.4601   1405.02404     330.2006     310.4000
   1420.63378     307.7578     328.1759   1405.00878     329.6146     310.2050
   1420.61852     308.2166     328.0064   1404.99352     330.1229     310.2656
   1420.60326     308.3447     328.1975   1404.97826     329.8889     309.9571
   1420.58800     308.4819     327.8849   1404.96300     329.5281     310.3288
   1420.57274     308.5299     327.6389   1404.94774     329.9629     310.2105
   1420.55749     308.7739     327.5933   1404.93249     329.2910     309.8947
   1420.54223     309.0096     327.0941   1404.91723     329.2805     310.2276
   1420.52697     309.1706     327.3434   1404.90197     329.1355     310.4233
   1420.51171     309.8022     327.4092   1404.88671     328.9274     310.2893
   1420.49645     309.6461     326.7063   1404.87145     328.7067     310.3995
   1420.48119     310.0228     326.8290   1404.85619     328.3761     310.3400
   1420.46593     310.4081     327.1804   1404.84093     328.6711     310.3561
   1420.45067     310.6267     326.7395   1404.82567     328.0951     310.1862
   1420.43542     311.0118     327.0202   1404.81042     328.0349     310.3104
   1420.42016     311.5628     326.9019   1404.79516     328.1490     310.4083
   1420.40490     311.6554     327.2488   1404.77990     328.2577     310.2966
   1420.38964     312.1665     327.0464   1404.76464     327.4151     310.3410
   1420.37438     313.4546     327.5385   1404.74938     327.7639     310.2316
   1420.35912     314.0064     327.9984   1404.73412     327.6483     310.2691
   1420.34386     314.9967     328.6796   1404.71886     326.7980     310.5783
   1420.32860     316.5729     330.2740   1404.70360     327.3924     310.4004
   1420.31334     319.3546     332.6402   1404.68834     327.3075     310.8711
   1420.29809     324.6250     337.4049   1404.67309     327.0149     310.8039
   1420.28283     333.8797     346.5349   1404.65783     326.4215     310.5748
   1420.26757     350.5586     362.5969   1404.64257     326.5150     310.9455
   1420.25231     374.2333     386.7890   1404.62731     326.3819     310.5905
   1420.23705     409.6784     421.5762   1404.61205     326.4001     310.3032
   1420.22179     442.7444     453.9009   1404.59679     326.3024     311.0043
   1420.20653     446.8194     458.0790   1404.58153     326.1626     310.6958
   1420.19127     423.0224     433.6725   1404.56627     325.6949     310.8370
   1420.17602     384.4083     394.6298   1404.55102     325.4930     310.8162
   1420.16076     354.4327     364.6948   1404.53576     325.3102     310.5814
   1420.14550     336.3217     345.7559   1404.52050     325.1488     310.9383
   1420.13024     326.9665     336.4841   1404.50524     325.4615     310.8187
   1420.11498     322.7863     331.2021   1404.48998     325.0462     311.0455
   1420.09972     319.7653     328.1433   1404.47472     325.0275     310.8148
   1420.08446     317.7874     325.7954   1404.45946     324.7751     311.3913
   1420.06920     316.1274     323.7193   1404.44420     324.3070     311.1033
   1420.05395     314.8385     322.1375   1404.42895     324.5614     311.3421
   1420.03869     313.9820     321.1250   1404.41369     324.5365     311.2745
   1420.02343     313.4234     320.6354   1404.39843     324.2857     311.8505
   1420.00817     313.4787     319.5548   1404.38317     324.0255     311.6602
   1419.99291     313.0060     319.3344   1404.36791     324.1226     311.5215
   1419.97765     313.1751     318.9373   1404.35265     323.5883     311.7867
   1419.96239     313.1240     318.5221   1404.33739     323.5556     311.6635
   1419.94713     313.0537     317.9703   1404.32213     323.6040     311.6331
   1419.93187     312.9186     317.8766   1404.30687     323.3029     311.7839
   1419.91662     312.5425     317.5172   1404.29162     322.7820     311.7700
   1419.90136     312.6047     317.1678   1404.27636     322.8191     311.8395
   1419.88610     312.6028     316.6017   1404.26110     322.5477     311.8508
   1419.87084     312.7999     316.2239   1404.24584     322.7354     311.9695
   1419.85558     312.9374     316.0297   1404.23058     322.3474     312.1499
   1419.84032     313.0228     316.1823   1404.21532     322.5858     312.5143
   1419.82506     312.8739     315.5287   1404.20006     321.9510     312.5824
   1419.80980     312.9077     315.3157   1404.18480     322.3241     312.3234
   1419.79455     312.7487     314.9549   1404.16955     321.8733     312.6918
   1419.77929     313.0270     314.7940   1404.15429     321.5814     312.5601
   1419.76403     312.8586     314.5526   1404.13903     321.8316     312.8278
   1419.74877     313.0555     314.5592   1404.12377     321.3297     312.7152
   1419.73351     312.3873     314.1898   1404.10851     321.2204     312.8195
   1419.71825     313.1378     313.9977   1404.09325     321.3463     313.4372
   1419.70299     312.5787     313.5194   1404.07799     320.8596     313.1757
   1419.68773     312.6984     313.5000   1404.06273     320.8060     313.3973
   1419.67248     312.7665     312.9410   1404.04748     320.7372     313.2310
   1419.65722     312.9496     312.7900   1404.03222     320.5684     313.7805
   1419.64196     312.9790     312.6229   1404.01696     320.4221     313.3851
   1419.62670     312.5497     312.4437   1404.00170     320.0008     313.7319
   1419.61144     313.1274     312.0301   1403.98644     319.9749     313.4992
   1419.59618     312.7400     311.8369   1403.97118     319.7198     313.9984
   1419.58092     312.6606     311.4170   1403.95592     319.8858     314.2708
   1419.56566     312.4861     311.2667   1403.94066     319.2461     314.2633
   1419.55041     312.5718     311.0933   1403.92541     319.5557     313.8441
   1419.53515     313.1783     310.7381   1403.91015     319.4055     315.0115
   1419.51989     312.5101     310.3443   1403.89489     319.1794     314.6674
   1419.50463     312.1838     310.4846   1403.87963     318.9224     314.7422
   1419.48937     312.4814     310.0466   1403.86437     318.6499     315.1959
   1419.47411     312.5286     309.7328   1403.84911     318.8876     315.2325
   1419.45885     312.4546     309.4952   1403.83385     319.2311     315.1113
   1419.44359     312.4122     309.4740   1403.81859     318.3396     315.4522
   1419.42833     312.1787     309.1799   1403.80333     318.4191     315.6374
   1419.41308     312.2328     308.7610   1403.78808     318.2412     316.0555
