#     FILENAME=Skynet_60333_barnard_33-nb_107271_56634.A.spect.cal.txt
#     BASENAME=Skynet_60333_barnard_33-nb_107271_56634
#      CONTROL=SKYNET
#     PROJCODE=Skynet_60333_barnard_33-nb_107271
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_60333_barnard_33-nb_1072
#     SCANNAME=2019_06_26_10
#     SRC_NAME=barnard_33-nb
#     OBSERVER=socamrad_21318
#     DATE_OBS=2024-01-24T03:19:52.000
#        OBSID=107271
#      SCANNUM=56634
#          MJD=60333.1387963
#          UTC=11992
#     SCANTYPE=ralongmap
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1395.0000
# Actual_FREQ1=1421.8850,
# Actual_FREQ2=1406.2600
#    LO1Tuning=6856.2600
#     RFFILTER=1355_1435
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.1342
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=176.09
#     EXPOSURE=118.38
#        FOCUS=37.049
#       RA,DEC=05:32:14.91, -04:40:06.56
#      RA(deg)=85.17580
#     DEC(deg)=-2.44630
#   WIDTH(deg)=4.4307x4.8706
#    AZIM(deg)=191.5431
#    ELEV(deg)=48.3010
#     COORDREF=RA_DEC_
#         HREF=85.2454
#         VREF=-2.4583
#      RADESYS=FK5
#       OFFSYS=AZEL
#      EQUINOX=2000.00
#     IFATTENS=11.00, 12.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.72, 2.23] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=289 
#      BOXTEMP=23 
#         TSYS=XX1:134.40, YY1:135.12
#         TSYS=XX2:121.55, YY2:146.84
#         TCAL=XX1:9.17, YY1:10.07
#         TCAL=XX2:9.16, YY2:9.99
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1425.57763     124.2977     130.7242    1409.95263     129.8797     168.3602
   1425.56237     124.4600     130.9634    1409.93737     130.1872     168.4615
   1425.54711     124.3752     131.3620    1409.92211     130.2824     171.0331
   1425.53185     124.3532     131.4783    1409.90685     130.4488     168.2148
   1425.51659     124.5511     131.8009    1409.89159     130.3324     167.8689
   1425.50133     124.5212     132.1183    1409.87633     130.3011     168.2329
   1425.48607     124.8066     132.2193    1409.86107     130.5572     167.8491
   1425.47082     124.8820     132.6640    1409.84582     130.7645     167.8992
   1425.45556     124.8924     132.8491    1409.83056     130.9367     167.8614
   1425.44030     124.8107     133.0146    1409.81530     130.9623     167.8378
   1425.42504     124.9290     133.3448    1409.80004     131.0544     167.8099
   1425.40978     125.3605     133.3908    1409.78478     131.0775     167.6905
   1425.39452     125.2247     133.8076    1409.76952     131.2465     167.7094
   1425.37926     125.1473     133.9267    1409.75426     131.4361     167.6873
   1425.36400     125.2815     134.1125    1409.73900     131.6536     167.7626
   1425.34875     125.5395     134.5464    1409.72375     131.7060     167.6732
   1425.33349     125.5134     134.7807    1409.70849     131.6685     167.7008
   1425.31823     125.5345     134.9917    1409.69323     131.9351     167.4270
   1425.30297     125.5890     134.9819    1409.67797     131.8624     167.6170
   1425.28771     125.5874     135.2397    1409.66271     132.2009     167.3879
   1425.27245     125.7933     135.5083    1409.64745     132.3177     167.2027
   1425.25719     125.9231     135.9796    1409.63219     132.3486     167.3952
   1425.24193     126.0320     136.0477    1409.61693     132.5351     167.1754
   1425.22667     125.9864     136.4898    1409.60167     132.4114     167.2519
   1425.21142     126.2544     136.6302    1409.58642     132.6676     167.0896
   1425.19616     126.3080     136.8157    1409.57116     132.7894     166.8608
   1425.18090     126.5043     137.1252    1409.55590     132.6622     167.1661
   1425.16564     126.4439     137.3185    1409.54064     132.9280     166.8527
   1425.15038     126.4444     137.5109    1409.52538     133.0354     166.8510
   1425.13512     126.7771     137.6758    1409.51012     133.1397     166.8923
   1425.11986     126.6254     137.9810    1409.49486     133.4718     166.7966
   1425.10460     126.8389     138.2996    1409.47960     133.3132     166.7858
   1425.08935     127.0435     138.5867    1409.46435     133.5712     166.5808
   1425.07409     127.1428     138.8864    1409.44909     133.5368     166.5186
   1425.05883     127.0578     139.2774    1409.43383     133.7297     166.5812
   1425.04357     127.2749     139.5045    1409.41857     133.7414     166.4371
   1425.02831     127.3038     139.4993    1409.40331     133.7653     166.2628
   1425.01305     127.5874     139.7348    1409.38805     134.1124     166.3647
   1424.99779     127.5897     139.9533    1409.37279     133.8956     166.0692
   1424.98253     127.7178     140.1950    1409.35753     134.1494     166.2757
   1424.96728     127.7148     140.5796    1409.34228     134.2708     165.8480
   1424.95202     127.8811     140.9932    1409.32702     134.4488     166.1939
   1424.93676     128.0768     141.1999    1409.31176     134.4462     165.6577
   1424.92150     128.0660     141.3202    1409.29650     134.5792     165.6627
   1424.90624     128.2366     141.6536    1409.28124     134.5882     165.6808
   1424.89098     128.2876     141.6344    1409.26598     134.6650     165.7385
   1424.87572     128.4545     142.1267    1409.25072     134.7350     165.4606
   1424.86046     128.4375     142.1379    1409.23546     135.0674     165.5185
   1424.84521     128.6689     142.4678    1409.22021     135.0801     165.2323
   1424.82995     128.6811     142.6317    1409.20495     135.2165     165.1393
   1424.81469     128.9112     142.8859    1409.18969     135.2026     165.3133
   1424.79943     128.9729     143.2323    1409.17443     135.4010     165.1668
   1424.78417     129.0826     143.4891    1409.15917     135.2487     165.1389
   1424.76891     129.4876     143.4946    1409.14391     135.5034     165.1176
   1424.75365     129.2761     143.8030    1409.12865     135.5115     164.7674
   1424.73839     129.4112     143.9843    1409.11339     135.5416     164.9908
   1424.72313     129.5591     144.7182    1409.09813     135.7176     164.6646
   1424.70788     129.6832     144.6577    1409.08288     135.6798     164.8163
   1424.69262     129.6858     144.6514    1409.06762     135.9712     164.3467
   1424.67736     129.9020     145.0136    1409.05236     136.0338     164.3037
   1424.66210     129.9910     145.2567    1409.03710     136.6081     164.8971
   1424.64684     130.0601     145.5559    1409.02184     136.1242     164.2973
   1424.63158     130.3361     145.9342    1409.00658     136.2252     163.9431
   1424.61632     130.4770     145.7708    1408.99132     136.5034     164.0379
   1424.60106     130.5944     146.2201    1408.97606     136.4970     164.1255
   1424.58581     130.6281     146.6372    1408.96081     136.5739     163.9570
   1424.57055     130.7032     146.7778    1408.94555     136.6753     163.7395
   1424.55529     131.0118     147.1039    1408.93029     136.6021     163.7423
   1424.54003     130.8261     147.2201    1408.91503     136.7633     163.6404
   1424.52477     131.2059     147.3521    1408.89977     136.7262     163.3722
   1424.50951     131.3286     147.7913    1408.88451     136.7356     163.3244
   1424.49425     131.2052     147.8748    1408.86925     137.0269     163.3165
   1424.47899     131.3868     148.2154    1408.85399     137.0406     163.3438
   1424.46374     131.7875     148.2580    1408.83874     137.1561     162.9981
   1424.44848     131.7948     148.5621    1408.82348     137.0799     163.1829
   1424.43322     131.8838     148.8628    1408.80822     137.2049     163.0686
   1424.41796     132.0665     149.0220    1408.79296     137.4036     162.8511
   1424.40270     132.0150     149.2337    1408.77770     137.4723     162.6680
   1424.38744     132.2900     149.5466    1408.76244     137.3856     162.4045
   1424.37218     132.5329     149.7783    1408.74718     137.7594     162.3841
   1424.35692     132.5704     149.9588    1408.73192     137.4988     162.4364
   1424.34167     132.5294     150.1255    1408.71667     137.8473     162.3574
   1424.32641     132.9217     150.3565    1408.70141     137.8079     162.0596
   1424.31115     132.8790     150.8553    1408.68615     137.9781     162.1860
   1424.29589     132.9601     151.1191    1408.67089     138.0871     162.1038
   1424.28063     133.2148     151.1660    1408.65563     137.9687     161.7423
   1424.26537     133.3307     151.1299    1408.64037     137.8229     161.8468
   1424.25011     133.4402     151.7378    1408.62511     137.9795     161.8509
   1424.23485     133.6004     151.7035    1408.60985     138.2328     161.7181
   1424.21959     133.5103     151.8301    1408.59459     138.1850     161.3352
   1424.20434     133.7961     152.2983    1408.57934     138.3080     161.3523
   1424.18908     134.0155     152.4183    1408.56408     138.5028     161.1578
   1424.17382     134.2646     152.5627    1408.54882     138.3747     161.1873
   1424.15856     134.2676     152.5611    1408.53356     138.3390     161.1126
   1424.14330     134.5447     153.0622    1408.51830     138.3643     160.7150
   1424.12804     134.4952     153.0798    1408.50304     138.4411     160.8056
   1424.11278     134.6027     153.3511    1408.48778     138.7057     160.7604
   1424.09752     134.7205     153.8439    1408.47252     138.7442     160.6457
   1424.08227     134.8937     153.8149    1408.45727     138.7510     160.3222
   1424.06701     134.9211     153.7567    1408.44201     138.6066     160.3618
   1424.05175     135.1211     154.1222    1408.42675     138.8951     160.1107
   1424.03649     135.3451     154.2833    1408.41149     138.9057     159.9989
   1424.02123     135.5274     154.4949    1408.39623     138.9382     159.6879
   1424.00597     135.7149     154.7591    1408.38097     139.0727     159.4942
   1423.99071     135.8479     155.0997    1408.36571     139.0645     159.8903
   1423.97545     135.9393     155.1970    1408.35045     138.9135     159.5354
   1423.96020     136.0705     155.5108    1408.33520     138.9598     159.5057
   1423.94494     136.1202     155.7119    1408.31994     139.1875     159.1912
   1423.92968     136.3108     155.9487    1408.30468     139.3141     159.3545
   1423.91442     136.5425     155.9785    1408.28942     139.3703     159.1319
   1423.89916     136.5767     156.1349    1408.27416     139.3820     158.8838
   1423.88390     136.6048     156.4295    1408.25890     139.3098     158.8539
   1423.86864     136.8140     156.5203    1408.24364     139.3156     158.6707
   1423.85338     136.9332     156.7081    1408.22838     139.4919     158.5846
   1423.83812     136.8576     157.0456    1408.21312     139.2002     158.4328
   1423.82287     137.1162     157.3626    1408.19787     139.4215     158.1646
   1423.80761     137.3864     157.2985    1408.18261     139.4031     158.2228
   1423.79235     137.4989     157.2504    1408.16735     139.6142     157.7389
   1423.77709     137.6715     157.5102    1408.15209     139.4480     157.6607
   1423.76183     137.7996     157.9847    1408.13683     139.6366     157.6637
   1423.74657     137.8818     158.1969    1408.12157     139.5260     157.2608
   1423.73131     138.1185     158.1430    1408.10631     139.4640     157.4299
   1423.71605     138.1112     158.2489    1408.09105     139.4574     157.2956
   1423.70080     138.3209     158.4601    1408.07580     139.5523     157.1471
   1423.68554     138.4047     158.7281    1408.06054     139.6533     156.8725
   1423.67028     138.6595     158.8674    1408.04528     139.7642     156.7814
   1423.65502     138.5982     159.0008    1408.03002     139.6134     156.6543
   1423.63976     138.8043     159.1219    1408.01476     139.5428     156.6106
   1423.62450     138.9689     159.4699    1407.99950     139.8196     156.5202
   1423.60924     139.1573     159.2975    1407.98424     139.7019     156.2797
   1423.59398     139.1240     159.5956    1407.96898     139.8232     156.0072
   1423.57873     139.2520     159.7903    1407.95373     139.7843     156.1747
   1423.56347     139.5246     159.8444    1407.93847     139.8941     155.8524
   1423.54821     139.5537     160.0033    1407.92321     139.6070     155.8309
   1423.53295     139.5627     160.1238    1407.90795     139.8128     155.4552
   1423.51769     140.0916     160.2295    1407.89269     139.7069     155.5325
   1423.50243     140.0065     160.3705    1407.87743     139.6422     155.4107
   1423.48717     140.2332     160.6225    1407.86217     139.9513     154.9702
   1423.47191     140.0702     160.9065    1407.84691     139.6351     154.8737
   1423.45666     140.4267     160.8878    1407.83166     139.8296     154.8715
   1423.44140     140.5231     161.0545    1407.81640     140.0003     154.7592
   1423.42614     140.5348     161.2692    1407.80114     139.5604     154.5345
   1423.41088     140.7923     161.1614    1407.78588     139.7760     154.3686
   1423.39562     140.8413     161.5033    1407.77062     139.8222     154.3940
   1423.38036     141.0254     161.6737    1407.75536     139.7896     153.9926
   1423.36510     141.1717     161.6936    1407.74010     139.5265     153.8856
   1423.34984     141.3469     161.5041    1407.72484     139.8206     153.7999
   1423.33458     141.4359     161.9625    1407.70958     139.6319     153.6093
   1423.31933     141.4431     161.9420    1407.69433     139.8133     153.3932
   1423.30407     141.4905     162.1463    1407.67907     139.5846     153.3077
   1423.28881     141.6312     162.2167    1407.66381     139.6659     153.1599
   1423.27355     141.7533     162.1584    1407.64855     139.8015     153.0371
   1423.25829     142.0152     162.6239    1407.63329     139.8879     152.5528
   1423.24303     141.9871     162.3764    1407.61803     139.6516     152.6644
   1423.22777     142.4012     162.6388    1407.60277     139.7986     152.4308
   1423.21251     142.4351     162.7740    1407.58751     139.6688     152.4254
   1423.19726     142.4860     162.7585    1407.57226     139.6030     152.1849
   1423.18200     142.6462     162.8302    1407.55700     139.5683     151.9965
   1423.16674     142.8771     162.9536    1407.54174     139.5389     152.0689
   1423.15148     142.8064     163.2563    1407.52648     139.6452     151.8072
   1423.13622     142.7542     163.0909    1407.51122     139.6078     151.4863
   1423.12096     143.2173     163.4261    1407.49596     139.2826     151.4563
   1423.10570     143.1586     163.2337    1407.48070     139.6053     151.3019
   1423.09044     143.3835     163.5558    1407.46544     139.6949     151.3062
   1423.07519     143.6398     163.4212    1407.45019     139.5193     151.0795
   1423.05993     143.6385     163.5698    1407.43493     139.3049     150.7078
   1423.04467     143.7841     163.8143    1407.41967     139.4190     150.6716
   1423.02941     143.9463     163.8925    1407.40441     139.3556     150.6054
   1423.01415     144.0115     164.0053    1407.38915     139.2539     150.3038
   1422.99889     144.1932     163.7896    1407.37389     139.2977     150.1636
   1422.98363     144.2212     164.0874    1407.35863     139.3982     149.9260
   1422.96837     144.3996     164.0286    1407.34337     139.1592     149.9706
   1422.95312     144.5829     164.1820    1407.32812     139.1366     149.9370
   1422.93786     144.7276     164.2391    1407.31286     139.2204     149.7586
   1422.92260     144.4942     164.2157    1407.29760     139.2249     149.3060
   1422.90734     144.8584     164.3474    1407.28234     139.1087     149.4311
   1422.89208     144.8994     164.7240    1407.26708     139.2882     149.1509
   1422.87682     145.0511     164.4858    1407.25182     139.0849     148.8961
   1422.86156     145.2601     164.5616    1407.23656     139.0982     148.7663
   1422.84630     145.4122     164.7346    1407.22130     138.9807     148.7606
   1422.83104     145.5582     164.5989    1407.20604     138.8817     148.4567
   1422.81579     145.6354     164.7706    1407.19079     138.7530     148.4056
   1422.80053     145.7653     164.8373    1407.17553     138.8201     148.1947
   1422.78527     145.9222     164.7289    1407.16027     138.7302     147.8395
   1422.77001     145.9538     164.9549    1407.14501     138.7214     147.8524
   1422.75475     146.1102     164.9245    1407.12975     138.9061     147.9511
   1422.73949     146.1740     164.8852    1407.11449     138.6635     147.5606
   1422.72423     146.3601     165.1009    1407.09923     138.7340     147.5298
   1422.70897     146.3868     165.2464    1407.08397     138.6797     147.1874
   1422.69372     146.4377     165.1520    1407.06872     138.4690     147.3951
   1422.67846     146.5733     165.0752    1407.05346     138.4405     146.9549
   1422.66320     146.9709     165.2669    1407.03820     138.4670     146.7323
   1422.64794     146.7935     165.2523    1407.02294     138.4431     146.5902
   1422.63268     147.0013     165.2210    1407.00768     138.4774     146.7855
   1422.61742     147.2311     165.2395    1406.99242     138.3317     146.6758
   1422.60216     147.3698     165.1771    1406.97716     138.4715     146.2879
   1422.58690     147.2472     165.1590    1406.96190     138.1312     145.9367
   1422.57165     147.6432     165.2771    1406.94665     138.2222     146.0635
   1422.55639     147.5991     165.6676    1406.93139     138.0229     145.9131
   1422.54113     147.7271     165.4987    1406.91613     138.1054     145.7200
   1422.52587     147.8829     165.6039    1406.90087     138.2570     145.4813
   1422.51061     147.9763     165.7050    1406.88561     138.0571     145.4809
   1422.49535     148.2312     165.4052    1406.87035     137.9711     145.2155
   1422.48009     148.4224     165.5425    1406.85509     137.7832     145.1010
   1422.46483     148.3537     165.6058    1406.83983     137.6270     144.9581
   1422.44958     148.3746     165.7193    1406.82458     137.6469     144.8408
   1422.43432     148.3725     165.3652    1406.80932     137.7069     144.5701
   1422.41906     148.9140     165.4950    1406.79406     137.6083     144.8727
   1422.40380     148.7596     165.7348    1406.77880     137.6443     144.4457
   1422.38854     148.7989     165.6983    1406.76354     137.5800     144.2662
   1422.37328     149.0551     165.7582    1406.74828     137.7214     144.1844
   1422.35802     149.0986     165.7303    1406.73302     137.6186     143.9337
   1422.34276     149.3666     165.6806    1406.71776     137.5058     143.8637
   1422.32750     149.3059     165.6846    1406.70250     137.1555     143.7406
   1422.31225     149.4558     165.5731    1406.68725     137.2765     143.4779
   1422.29699     149.6436     165.4388    1406.67199     137.2454     143.5735
   1422.28173     149.8210     165.5350    1406.65673     137.2178     143.2573
   1422.26647     149.8549     165.4860    1406.64147     137.0808     143.3296
   1422.25121     149.9343     165.6031    1406.62621     137.1029     143.1062
   1422.23595     150.1086     165.8090    1406.61095     136.9591     142.7482
   1422.22069     150.3764     165.6383    1406.59569     137.0041     142.7866
   1422.20543     150.3187     165.5728    1406.58043     136.7154     142.7212
   1422.19018     150.6076     165.6880    1406.56518     136.5083     142.5883
   1422.17492     150.5623     165.4420    1406.54992     136.7449     142.2626
   1422.15966     150.8435     165.5471    1406.53466     136.8308     142.1264
   1422.14440     150.9628     165.6299    1406.51940     136.6720     142.1902
   1422.12914     150.7877     165.5884    1406.50414     136.5423     141.8533
   1422.11388     151.0528     165.6553    1406.48888     136.5500     141.8669
   1422.09862     151.2201     165.5151    1406.47362     136.4522     141.6230
   1422.08336     151.3865     165.5781    1406.45836     136.1937     141.5326
   1422.06811     151.6381     165.3805    1406.44311     136.3178     141.3878
   1422.05285     151.5479     165.3455    1406.42785     136.1266     141.2679
   1422.03759     151.6874     165.5445    1406.41259     136.0755     141.1610
   1422.02233     151.7049     165.2756    1406.39733     135.8412     141.0558
   1422.00707     151.9567     165.2752    1406.38207     135.9043     140.9927
   1421.99181     151.8864     165.4235    1406.36681     135.9033     140.8555
   1421.97655     152.1706     165.2915    1406.35155     135.6154     140.8992
   1421.96129     152.3475     165.4606    1406.33629     135.7222     140.6047
   1421.94604     152.3417     165.4579    1406.32104     135.8032     140.4137
   1421.93078     152.6833     165.1659    1406.30578     135.5302     140.4236
   1421.91552     152.5829     165.2362    1406.29052     135.4325     140.3797
   1421.90026     152.8428     165.1173    1406.27526     135.8748     140.4949
   1421.88500     152.8974     165.2367    1406.26000     135.7204     140.6048
   1421.86974     152.9520     165.3562    1406.24474     135.5660     140.7146
   1421.85448     153.1827     165.3999    1406.22948     135.2586     139.7984
   1421.83922     153.0973     165.1302    1406.21422     135.3188     140.0076
   1421.82396     153.3584     164.9814    1406.19896     135.2828     139.8238
   1421.80871     153.6116     165.1888    1406.18371     135.1057     139.6342
   1421.79345     153.6647     164.8590    1406.16845     134.9737     139.6099
   1421.77819     153.8767     165.2112    1406.15319     135.0249     139.3415
   1421.76293     153.8406     165.0814    1406.13793     134.9288     139.3336
   1421.74767     154.0908     164.7687    1406.12267     134.9557     139.3831
   1421.73241     153.9378     164.7558    1406.10741     134.9989     139.2253
   1421.71715     154.7216     164.7341    1406.09215     135.0309     139.2775
   1421.70189     154.2945     164.6631    1406.07689     134.9762     139.1009
   1421.68664     154.4183     164.7144    1406.06164     134.8359     139.0452
   1421.67138     154.7953     164.6594    1406.04638     134.8376     138.8085
   1421.65612     154.7988     164.7504    1406.03112     134.6501     139.1176
   1421.64086     154.6579     164.5357    1406.01586     134.7476     138.8706
   1421.62560     155.0815     164.6535    1406.00060     134.7272     139.0926
   1421.61034     155.0214     164.6119    1405.98534     134.7036     138.7856
   1421.59508     155.2405     164.4022    1405.97008     134.7748     138.8127
   1421.57982     155.2941     164.5531    1405.95482     134.5593     138.7174
   1421.56457     155.4950     164.4401    1405.93957     134.6679     138.7569
   1421.54931     155.4942     164.1935    1405.92431     134.4748     138.3034
   1421.53405     155.9365     164.3477    1405.90905     134.4643     138.4478
   1421.51879     156.0704     164.5941    1405.89379     134.4329     138.2953
   1421.50353     155.8648     164.4840    1405.87853     134.5143     138.6419
   1421.48827     156.1441     164.2047    1405.86327     134.2170     138.4168
   1421.47301     156.0992     164.3056    1405.84801     134.1001     138.2503
   1421.45775     156.3809     163.8937    1405.83275     134.1590     138.2788
   1421.44250     156.3516     164.2234    1405.81750     134.0352     138.0725
   1421.42724     156.5834     163.9991    1405.80224     134.0366     138.2204
   1421.41198     156.7897     163.7216    1405.78698     134.1734     138.0125
   1421.39672     157.0236     163.7752    1405.77172     133.8698     138.0528
   1421.38146     156.7875     163.7775    1405.75646     133.7074     137.9212
   1421.36620     156.9202     163.8810    1405.74120     133.9740     138.0943
   1421.35094     157.1081     163.6431    1405.72594     134.0064     137.9599
   1421.33568     157.4662     163.5088    1405.71068     133.6514     138.0423
   1421.32042     157.5059     163.4908    1405.69542     133.7860     137.9421
   1421.30517     157.4670     163.4474    1405.68017     133.5712     137.9073
   1421.28991     157.5339     163.7026    1405.66491     133.9053     137.6466
   1421.27465     157.8226     163.4145    1405.64965     133.5377     137.6931
   1421.25939     157.8576     163.1868    1405.63439     133.4216     137.5027
   1421.24413     158.0434     163.3281    1405.61913     133.6001     137.7100
   1421.22887     158.2005     163.1950    1405.60387     133.5404     137.5531
   1421.21361     158.3413     163.0089    1405.58861     133.4675     137.5675
   1421.19835     158.2037     163.1481    1405.57335     133.4480     137.5280
   1421.18310     158.6243     162.6919    1405.55810     133.3104     137.4357
   1421.16784     158.5232     162.8554    1405.54284     133.2244     137.3348
   1421.15258     158.7360     162.7639    1405.52758     133.1071     137.4681
   1421.13732     158.8844     162.8617    1405.51232     133.1164     137.4531
   1421.12206     158.8541     162.4820    1405.49706     133.2536     137.4793
   1421.10680     158.9815     162.4398    1405.48180     133.2223     137.2733
   1421.09154     159.0537     162.4503    1405.46654     133.1211     137.3032
   1421.07628     159.1690     162.4637    1405.45128     132.9864     137.1531
   1421.06103     159.1738     162.2786    1405.43603     133.1285     137.1653
   1421.04577     159.5692     162.2306    1405.42077     132.6775     137.1194
   1421.03051     159.7430     162.1067    1405.40551     132.8473     136.9455
   1421.01525     159.7594     162.3141    1405.39025     132.6288     137.3383
   1420.99999     159.6968     162.1109    1405.37499     132.9319     136.9943
   1420.98473     159.9648     162.1353    1405.35973     132.7157     137.0476
   1420.96947     159.8936     161.9077    1405.34447     132.7059     136.9050
   1420.95421     160.1929     162.0134    1405.32921     132.5903     136.7755
   1420.93896     160.0365     161.7511    1405.31396     132.5674     137.0029
   1420.92370     160.2974     161.4563    1405.29870     132.4458     136.8910
   1420.90844     160.5587     161.7166    1405.28344     132.2624     136.9105
   1420.89318     160.4066     161.6769    1405.26818     132.3712     136.6795
   1420.87792     160.7663     161.3952    1405.25292     132.2808     136.9461
   1420.86266     160.7807     161.3553    1405.23766     132.2075     136.9602
   1420.84740     160.7745     161.4283    1405.22240     132.2844     136.9307
   1420.83214     161.0976     161.0734    1405.20714     132.2282     136.8289
   1420.81688     160.9760     161.1272    1405.19188     132.2057     136.9225
   1420.80163     161.2468     161.1380    1405.17663     132.0279     136.9606
   1420.78637     161.4624     161.0075    1405.16137     132.1501     136.9825
   1420.77111     161.3335     160.7541    1405.14611     131.9625     136.9043
   1420.75585     161.7391     160.8797    1405.13085     131.8189     136.6748
   1420.74059     161.7643     160.6501    1405.11559     131.9044     136.7563
   1420.72533     161.9101     160.5481    1405.10033     131.7459     136.7083
   1420.71007     161.7698     160.6602    1405.08507     131.6095     136.7778
   1420.69481     161.8118     160.3974    1405.06981     131.6846     136.5938
   1420.67956     162.0830     160.4141    1405.05456     131.5179     136.8111
   1420.66430     162.0591     160.3662    1405.03930     131.4863     136.8927
   1420.64904     162.1555     160.3516    1405.02404     131.4731     136.8800
   1420.63378     162.3457     160.0429    1405.00878     131.3028     136.7630
   1420.61852     162.5428     159.9475    1404.99352     131.4152     136.7234
   1420.60326     162.5909     160.0305    1404.97826     131.4578     136.6413
   1420.58800     162.7789     160.0296    1404.96300     131.1836     136.6634
   1420.57274     162.7628     159.7425    1404.94774     131.4237     136.7585
   1420.55749     162.8858     159.7192    1404.93249     131.2017     136.5895
   1420.54223     163.2487     159.5231    1404.91723     131.1251     136.8049
   1420.52697     163.2416     159.7567    1404.90197     131.0764     136.8532
   1420.51171     163.3686     159.6689    1404.88671     130.9484     136.7779
   1420.49645     163.4920     159.3544    1404.87145     130.8770     136.8715
   1420.48119     163.4426     159.3615    1404.85619     130.7412     136.8138
   1420.46593     163.8211     159.5989    1404.84093     130.7814     136.7774
   1420.45067     163.9894     159.3936    1404.82567     130.6608     136.6477
   1420.43542     164.1169     159.4836    1404.81042     130.7415     136.6555
   1420.42016     164.4110     159.5291    1404.79516     130.6747     136.8171
   1420.40490     164.3892     159.6224    1404.77990     130.6890     136.7457
   1420.38964     164.6891     159.3860    1404.76464     130.2989     136.8083
   1420.37438     165.3140     159.7580    1404.74938     130.5234     136.6022
   1420.35912     165.7525     160.0002    1404.73412     130.5325     136.6942
   1420.34386     166.2138     160.2575    1404.71886     130.0955     136.8913
   1420.32860     167.1228     161.0454    1404.70360     130.3164     136.7522
   1420.31334     168.4550     162.1824    1404.68834     130.3918     137.0029
   1420.29809     171.3585     164.5985    1404.67309     130.2016     136.9132
   1420.28283     176.2612     169.2162    1404.65783     129.9999     136.8868
   1420.26757     184.9905     176.9037    1404.64257     130.0073     136.9461
   1420.25231     197.9298     189.1716    1404.62731     129.9631     136.8834
   1420.23705     218.0232     207.2293    1404.61205     130.0619     136.9267
   1420.22179     236.1876     223.6713    1404.59679     129.8867     137.0090
   1420.20653     236.8234     224.3732    1404.58153     129.9044     137.0516
   1420.19127     222.8277     211.4512    1404.56627     129.6426     136.9382
   1420.17602     202.5765     192.0652    1404.55102     129.6784     137.0424
   1420.16076     186.7701     177.3804    1404.53576     129.5251     136.9546
   1420.14550     177.2472     168.5315    1404.52050     129.4358     137.0696
   1420.13024     172.3795     164.0555    1404.50524     129.6645     136.9247
   1420.11498     170.1917     161.5320    1404.48998     129.3524     137.1536
   1420.09972     168.7651     160.0295    1404.47472     129.4287     136.9845
   1420.08446     167.6523     158.9808    1404.45946     129.2221     137.2709
   1420.06920     166.8302     157.8904    1404.44420     129.1385     137.2202
   1420.05395     166.1625     157.1261    1404.42895     129.2458     137.1296
   1420.03869     165.7266     156.7566    1404.41369     129.2564     137.1959
   1420.02343     165.3298     156.2984    1404.39843     129.1271     137.4301
   1420.00817     165.4428     155.6255    1404.38317     129.1232     137.4324
   1419.99291     165.1701     155.8231    1404.36791     129.0370     137.3937
   1419.97765     165.2534     155.6820    1404.35265     128.9367     137.4387
   1419.96239     165.1321     155.3214    1404.33739     128.9374     137.3450
   1419.94713     164.9860     155.0786    1404.32213     128.8108     137.3211
   1419.93187     165.1624     154.9539    1404.30687     128.6536     137.4257
   1419.91662     164.9838     155.0056    1404.29162     128.4516     137.3639
   1419.90136     164.8841     154.6214    1404.27636     128.5657     137.4838
   1419.88610     164.7849     154.4547    1404.26110     128.3866     137.4671
   1419.87084     165.0194     154.2884    1404.24584     128.4424     137.4497
   1419.85558     165.0868     154.1979    1404.23058     128.4269     137.4884
   1419.84032     165.2412     154.2545    1404.21532     128.5170     137.7348
   1419.82506     165.0316     153.9564    1404.20006     128.2218     137.7286
   1419.80980     165.1668     153.7615    1404.18480     128.2790     137.6141
   1419.79455     164.9877     153.6819    1404.16955     128.1592     137.7685
   1419.77929     165.1221     153.5089    1404.15429     128.0716     137.6955
   1419.76403     165.0652     153.3708    1404.13903     128.1341     137.7966
   1419.74877     165.1520     153.3953    1404.12377     127.9649     137.8484
   1419.73351     164.8970     153.1806    1404.10851     127.8244     137.9334
   1419.71825     165.2245     153.2529    1404.09325     128.0665     138.1785
   1419.70299     164.8383     152.8295    1404.07799     127.7729     137.9170
   1419.68773     164.9763     152.9539    1404.06273     127.7180     138.2947
   1419.67248     165.0470     152.7210    1404.04748     127.7021     138.0452
   1419.65722     165.1927     152.6177    1404.03222     127.6200     138.3405
