#     FILENAME=Skynet_59735_AP_-_ST3_81159_29887.A.spect.cal.txt
#     BASENAME=Skynet_59735_AP_-_ST3_81159_29887
#      CONTROL=SKYNET
#     PROJCODE=Skynet_59735_AP_-_ST3_81159
#     DATAROOT=/raid/scratch/cyborg/SkynetData
#      DATADIR=/raid/scratch/cyborg
#     DATADIR2=/raid/scratch/cyborg/SkynetData/Skynet_59735_AP_-_ST3_81159/Cyb
#     SCANNAME=2022_05_26_22
#     SRC_NAME=AP_-_ST3
#     OBSERVER=socamrad_21318
#     DATE_OBS=2022-06-05T19:37:56.450
#        OBSID=81159
#      SCANNUM=29887
#          MJD=59735.8180145
#          UTC=70676
#     SCANTYPE=ralongmap
#     DATAMODE=HIRES
#     RECEIVER=Rx1_2
#      OBSFREQ=1421.8800
# Actual_FREQ1=1550.0000,
# Actual_FREQ2=1425.0000
#    LO1Tuning=6937.5000
#     RFFILTER=1300_1800
#        OBSBW=-15.6250
#     EFFBANDW=15.6250
#        NCHAN=1024
#    STARTCHAN=51
#     STOPCHAN=972
#         TINT=0.3000
#         TBIN=0.00419430
#       ACCLEN=2048 
#     DURATION=147.00
#     EXPOSURE=98.39
#        FOCUS=37.071
#       RA,DEC=05:30:44.34, 17:17:45.36
#      RA(deg)=85.44407
#     DEC(deg)=19.98307
#   WIDTH(deg)=5.6474x5.8823
#    AZIM(deg)=233.7448
#    ELEV(deg)=62.4715
#     COORDREF=RA_DEC_
#         HREF=85.5000
#         VREF=20.0000
#      RADESYS=FK5
#       OFFSYS=RADEC
#      EQUINOX=2000.00
#     IFATTENS=16.00, 19.00
#   BALANCELEV=1.200 
#   POWER_XLYR=[1.07, 1.38] 
#       VELDEF=RADI-OBS 
#     VELOCITY=0.000 
#         NPOL=2 
#      POLMODE=Linear 
#      POLTYPE=XXYY 
#      WARNING=None 
#     NOISECAL=HI 
#       PRECAL=2 
#      POSTCAL=2 
#     CRYOTEMP=15 
#      BOXTEMP=23 
#         TSYS=XX1:204.96, YY1:158.48
#         TSYS=XX2:37.86, YY2:51.01
#         TCAL=XX1:9.31, YY1:11.00
#         TCAL=XX2:9.18, YY2:10.14
# Calibrated spectra 
#                
#                
#Freq1(MHz)         XX1          YY1   Freq2(MHz)       XX2         YY2 
   1553.00598      55.7910      52.7696    1428.00598      42.4094      37.7759
   1552.99072      55.8577      52.7305    1427.99072      42.3941      37.7441
   1552.97546      55.9046      52.6839    1427.97546      42.4025      37.8450
   1552.96021      56.0019      52.8401    1427.96021      42.5237      37.9257
   1552.94495      56.0789      52.8374    1427.94495      42.4447      37.9468
   1552.92969      56.5313      52.9775    1427.92969      42.4947      38.0180
   1552.91443      56.0780      52.8966    1427.91443      42.5138      38.0534
   1552.89917      56.1610      52.8613    1427.89917      42.5927      38.1281
   1552.88391      56.3018      52.9538    1427.88391      42.5395      38.1644
   1552.86865      56.2814      52.9660    1427.86865      42.5668      38.2562
   1552.85339      56.4206      53.0796    1427.85339      42.6005      38.2038
   1552.83813      56.5128      53.0331    1427.83813      42.6995      38.2561
   1552.82288      56.4855      53.0406    1427.82288      42.7050      38.3200
   1552.80762      56.6186      53.1491    1427.80762      42.7232      38.4042
   1552.79236      56.6996      53.1745    1427.79236      42.7878      38.4081
   1552.77710      56.7960      53.1850    1427.77710      42.7465      38.5154
   1552.76184      56.9521      53.2733    1427.76184      42.7944      38.5610
   1552.74658      56.9847      53.4421    1427.74658      42.8272      38.5841
   1552.73132      57.1015      53.4534    1427.73132      42.8123      38.6555
   1552.71606      57.2482      53.4523    1427.71606      42.8729      38.7496
   1552.70081      57.3319      53.6079    1427.70081      42.8383      38.7403
   1552.68555      57.4283      53.6103    1427.68555      42.8624      38.8604
   1552.67029      57.5779      53.6317    1427.67029      42.8812      38.9059
   1552.65503      57.7267      53.7714    1427.65503      42.9644      38.9508
   1552.63977      57.8786      53.8836    1427.63977      42.9354      39.0009
   1552.62451      58.1034      53.9752    1427.62451      42.9491      39.0841
   1552.60925      58.3092      54.1617    1427.60925      42.9293      39.1483
   1552.59399      58.5281      54.3036    1427.59399      42.9984      39.1987
   1552.57874      58.7397      54.4504    1427.57874      42.9920      39.1336
   1552.56348      59.0603      54.6460    1427.56348      43.1046      39.2768
   1552.54822      59.3208      54.7792    1427.54822      43.0588      39.3772
   1552.53296      59.7274      55.1072    1427.53296      43.1056      39.4910
   1552.51770      60.0822      55.4018    1427.51770      43.0726      39.4615
   1552.50244      60.6002      55.8092    1427.50244      43.0502      39.5644
   1552.48718      61.2860      56.2058    1427.48718      43.0899      39.6412
   1552.47192      61.9640      56.6404    1427.47192      43.1341      39.7631
   1552.45667      62.9116      57.3544    1427.45667      43.1038      39.8398
   1552.44141      64.6041      58.4381    1427.44141      43.2153      39.8403
   1552.42615      65.6993      59.3329    1427.42615      43.1467      39.9130
   1552.41089      68.1126      61.0817    1427.41089      43.0795      39.9747
   1552.39563      71.9419      63.8443    1427.39563      43.1271      40.0998
   1552.38037      78.8793      68.9378    1427.38037      43.2125      40.2195
   1552.36511     133.9983     109.0142    1427.36511      43.2000      40.1342
   1552.34985     180.5519     142.2025    1427.34985      43.2255      40.2664
   1552.33459     547.9318     406.4840    1427.33459      43.1826      40.2959
   1552.31934    1169.6620     855.5205    1427.31934      43.1790      40.4166
   1552.30408    1487.3805    1083.2518    1427.30408      43.2096      40.4945
   1552.28882    1432.8576    1043.3259    1427.28882      43.2484      40.5385
   1552.27356    1448.8341    1051.6318    1427.27356      43.2637      40.6296
   1552.25830    1504.6386    1090.1510    1427.25830      43.2023      40.7152
   1552.24304    1490.3596    1071.2753    1427.24304      43.2337      40.7992
   1552.22778    1474.8908    1056.0933    1427.22778      43.2931      40.8743
   1552.21252    1453.4330    1034.4704    1427.21252      43.2254      40.8887
   1552.19727    1517.7755    1083.1316    1427.19727      43.3015      41.0219
   1552.18201    1485.5597    1053.8214    1427.18201      43.2506      41.1040
   1552.16675    1490.0224    1057.1461    1427.16675      43.2545      41.2004
   1552.15149    1456.0348    1031.4360    1427.15149      43.3015      41.2160
   1552.13623    1480.3203    1052.3101    1427.13623      43.2468      41.3550
   1552.12097    1530.1903    1085.1731    1427.12097      43.2573      41.4237
   1552.10571    1367.0988     971.4603    1427.10571      43.2840      41.5131
   1552.09045    1112.7097     791.8013    1427.09045      43.2434      41.6451
   1552.07520     548.7019     397.5810    1427.07520      43.2637      41.6252
   1552.05994     164.0562     127.9545    1427.05994      43.1835      41.7352
   1552.04468      91.0047      76.8486    1427.04468      43.2533      41.7588
   1552.02942      81.0151      69.9096    1427.02942      43.2460      41.8564
   1552.01416      93.6380      78.7971    1427.01416      43.2272      41.9816
   1551.99890     122.7170      99.0082    1426.99890      43.1457      42.0474
   1551.98364      79.0492      68.6099    1426.98364      43.1518      42.1310
   1551.96838      90.7111      77.0868    1426.96838      43.2329      42.1860
   1551.95312     104.5961      86.6695    1426.95312      43.1908      42.3086
   1551.93787     102.5567      85.7198    1426.93787      43.1047      42.4236
   1551.92261     102.5837      85.7833    1426.92261      43.1300      42.4450
   1551.90735     103.7368      86.6030    1426.90735      43.1121      42.5238
   1551.89209     104.0022      86.6796    1426.89209      43.0911      42.6247
   1551.87683     103.8411      86.6831    1426.87683      43.1037      42.6953
   1551.86157     103.5112      86.0339    1426.86157      43.0991      42.7839
   1551.84631     104.4460      86.6292    1426.84631      43.1329      42.9199
   1551.83105     105.4294      87.2656    1426.83105      43.1140      42.9151
   1551.81580     105.9067      87.6296    1426.81580      43.0902      43.1035
   1551.80054     107.6249      88.7363    1426.80054      43.0600      43.1628
   1551.78528     108.0690      89.0198    1426.78528      43.0527      43.2158
   1551.77002     111.3372      91.4577    1426.77002      43.0417      43.3289
   1551.75476     112.3456      91.6539    1426.75476      42.9977      43.4302
   1551.73950     112.9377      92.1279    1426.73950      42.9828      43.4717
   1551.72424     107.6096      87.8423    1426.72424      42.9988      43.6001
   1551.70898     114.4175      92.2308    1426.70898      42.9625      43.6953
   1551.69373     215.7577     161.4867    1426.69373      42.9623      43.7783
   1551.67847     680.6955     478.9944    1426.67847      42.8326      43.8716
   1551.66321    1536.9525    1064.6827    1426.66321      42.8100      43.9278
   1551.64795    2447.3091    1682.8767    1426.64795      42.8983      44.0927
   1551.63269    2823.9425    1926.8019    1426.63269      42.9299      44.1036
   1551.61743    2705.6229    1843.0925    1426.61743      42.8118      44.2354
   1551.60217    2718.9570    1845.4692    1426.60217      43.1232      44.5074
   1551.58691    2715.2511    1835.2749    1426.58691      42.7942      44.4140
   1551.57166    2850.7395    1920.9542    1426.57166      42.7183      44.4279
   1551.55640    2862.6020    1927.0918    1426.55640      42.6719      44.5571
   1551.54114    2736.3939    1837.8353    1426.54114      42.7590      44.7401
   1551.52588    2796.0517    1869.4998    1426.52588      42.6065      44.7654
   1551.51062    2721.5294    1828.2306    1426.51062      42.6500      44.8571
   1551.49536    2752.4871    1843.9951    1426.49536      42.5024      45.0307
   1551.48010    2831.2332    1892.0890    1426.48010      42.6432      45.1007
   1551.46484    2768.2498    1837.1776    1426.46484      42.5933      45.0461
   1551.44958    2771.3905    1838.3397    1426.44958      42.5513      45.2474
   1551.43433    2721.1407    1793.6300    1426.43433      42.4903      45.3523
   1551.41907    2686.0924    1778.3867    1426.41907      42.4534      45.4376
   1551.40381    2816.2635    1858.5321    1426.40381      42.4933      45.4997
   1551.38855    2899.2783    1888.8469    1426.38855      42.4180      45.5630
   1551.37329    2642.4056    1724.9355    1426.37329      42.3633      45.6695
   1551.35803    2464.2770    1609.1689    1426.35803      42.3372      45.7615
   1551.34277    1893.5533    1236.8151    1426.34277      42.2939      45.8815
   1551.32751    1012.7001     671.1929    1426.32751      42.2397      46.0642
   1551.31226     361.7340     250.2481    1426.31226      42.2003      46.0715
   1551.29700     131.6726     101.8726    1426.29700      42.1364      46.2228
   1551.28174      97.1131      79.5207    1426.28174      42.1656      46.2212
   1551.26648      86.4839      72.6539    1426.26648      42.2128      46.3705
   1551.25122      80.5066      68.8031    1426.25122      42.1136      46.4641
   1551.23596      76.4763      66.2252    1426.23596      42.0328      46.5498
   1551.22070      75.1345      65.3423    1426.22070      42.0323      46.5802
   1551.20544      76.8333      66.7102    1426.20544      41.9870      46.6938
   1551.19019      91.1690      76.2064    1426.19019      41.9845      46.8684
   1551.17493     620.7708     429.5288    1426.17493      41.8819      46.9012
   1551.15967     136.7323     106.6007    1426.15967      41.8921      46.9362
   1551.14441      76.9905      66.6819    1426.14441      41.8884      47.0750
   1551.12915      68.4572      61.1632    1426.12915      41.7513      47.0975
   1551.11389      65.3948      59.1596    1426.11389      41.7719      47.2800
   1551.09863      63.8234      58.1498    1426.09863      41.7595      47.4322
   1551.08337      62.7716      57.4266    1426.08337      41.6890      47.4728
   1551.06812      62.2073      56.9208    1426.06812      41.6042      47.5830
   1551.05286      61.4283      56.5278    1426.05286      41.6327      47.6933
   1551.03760      60.9939      56.2586    1426.03760      41.5777      47.7186
   1551.02234      60.5962      56.1234    1426.02234      41.5211      47.8078
   1551.00708      60.2946      55.8024    1426.00708      41.4916      47.9952
   1550.99182      59.9751      55.9241    1425.99182      41.4481      48.0470
   1550.97656      60.6771      56.1177    1425.97656      41.4089      48.1456
   1550.96130      59.5548      55.5859    1425.96130      41.3510      48.2299
   1550.94604      59.4192      55.5327    1425.94604      41.3209      48.3515
   1550.93079      59.3060      55.6743    1425.93079      41.2575      48.3470
   1550.91553      59.2480      55.8104    1425.91553      41.1812      48.4848
   1550.90027      59.2930      55.9252    1425.90027      41.1783      48.6352
   1550.88501      59.3621      56.0749    1425.88501      41.1119      48.6770
   1550.86975      59.7891      56.4088    1425.86975      41.1205      48.8095
   1550.85449      61.7359      57.7961    1425.85449      41.0319      48.9354
   1550.83923      66.1921      60.6293    1425.83923      40.9543      48.9192
   1550.82397      70.4547      63.3294    1425.82397      40.9864      49.0786
   1550.80872      74.7091      65.9071    1425.80872      40.9457      49.1791
   1550.79346      73.6386      65.1228    1425.79346      40.9093      49.3104
   1550.77820      74.8501      66.2987    1425.77820      40.8302      49.3246
   1550.76294      74.8505      66.3719    1425.76294      40.7258      49.4410
   1550.74768      75.3220      66.8345    1425.74768      40.7362      49.5487
   1550.73242      74.8079      66.3462    1425.73242      40.6952      49.7255
   1550.71716      75.0489      66.8463    1425.71716      40.5992      49.6417
   1550.70190      74.6704      66.3703    1425.70190      40.5950      49.8819
   1550.68665      74.2956      66.2217    1425.68665      40.5319      49.9688
   1550.67139      74.2170      66.4731    1425.67139      40.4798      50.0157
   1550.65613      74.6143      66.3926    1425.65613      40.4007      50.0572
   1550.64087      73.5690      65.5167    1425.64087      40.3910      50.2593
   1550.62561      74.5480      66.2079    1425.62561      40.3367      50.3989
   1550.61035      73.5009      65.7282    1425.61035      40.2888      50.4057
   1550.59509      73.8432      65.9683    1425.59509      40.2627      50.4903
   1550.57983      73.2294      65.6324    1425.57983      40.2054      50.6403
   1550.56458      74.3853      66.3919    1425.56458      40.1556      50.6840
   1550.54932      71.7101      64.6802    1425.54932      40.1188      50.7705
   1550.53406      68.9296      62.9854    1425.53406      40.0515      50.8826
   1550.51880      66.4580      61.3450    1425.51880      40.0686      51.0217
   1550.50354      65.6122      60.8023    1425.50354      39.9470      51.0466
   1550.48828      67.6232      61.7973    1425.48828      39.9153      51.1633
   1550.47302      66.1987      61.1536    1425.47302      39.9014      51.2651
   1550.45776      67.2166      61.9350    1425.45776      39.8858      51.3440
   1550.44250      66.9304      61.9604    1425.44250      39.7947      51.4596
   1550.42725      67.0762      62.3286    1425.42725      39.7822      51.5918
   1550.41199      67.0880      62.0253    1425.41199      39.7541      51.7626
   1550.39673      66.7845      62.0281    1425.39673      39.6778      51.7796
   1550.38147      66.4988      61.7101    1425.38147      39.5911      51.8603
   1550.36621      66.5263      61.7363    1425.36621      39.5659      51.9846
   1550.35095      66.4924      61.8661    1425.35095      39.5508      52.1463
   1550.33569      66.6233      61.6495    1425.33569      39.4629      52.0866
   1550.32043      66.6167      61.8878    1425.32043      39.4662      52.3136
   1550.30518      68.2736      64.2945    1425.30518      39.4045      52.3815
   1550.28992      68.6775      65.5664    1425.28992      39.3292      52.4754
   1550.27466      69.2884      66.1204    1425.27466      39.3170      52.5138
   1550.25940      69.0085      65.8318    1425.25940      39.2726      52.6855
   1550.24414      69.3886      66.4942    1425.24414      39.2623      52.7713
   1550.22888      67.5736      64.8207    1425.22888      39.1798      52.9425
   1550.21362      65.3786      63.6524    1425.21362      39.1521      52.9483
   1550.19836      61.8639      61.1443    1425.19836      39.0335      53.0924
   1550.18311      58.0778      57.2439    1425.18311      39.0623      53.1752
   1550.16785      56.7590      55.7747    1425.16785      39.0411      53.3014
   1550.15259      57.0763      56.2588    1425.15259      38.9916      53.3453
   1550.13733      56.8572      56.2804    1425.13733      38.9134      53.5509
   1550.12207      56.9232      56.3211    1425.12207      38.9316      53.6536
   1550.10681      56.7392      56.1627    1425.10681      38.8782      53.6903
   1550.09155      56.8373      56.2766    1425.09155      38.8011      53.7916
   1550.07629      56.6594      56.2668    1425.07629      38.7805      53.8837
   1550.06104      56.6649      56.1213    1425.06104      38.6325      54.1345
   1550.04578      56.8757      56.3006    1425.04578      38.6820      54.1108
   1550.03052      57.1257      56.1874    1425.03052      38.7041      54.2817
   1550.01526     103.4818      69.3673    1425.01526      38.6319      54.2949
   1550.00000      80.7585      62.9472    1425.00000      38.5814      54.4343
   1549.98474      58.0352      56.5271    1424.98474      38.5309      54.5736
   1549.96948      58.8446      56.6926    1424.96948      38.5282      54.7046
   1549.95422      59.2250      56.8780    1424.95422      38.4165      54.7986
   1549.93896      59.2853      56.8955    1424.93896      38.4697      54.9339
   1549.92371      59.0867      56.9043    1424.92371      38.3903      55.0162
   1549.90845      59.1387      57.0226    1424.90845      38.2961      55.0798
   1549.89319      59.1831      57.1399    1424.89319      38.2736      55.2061
   1549.87793      59.3507      57.7669    1424.87793      38.2321      55.3046
   1549.86267      60.3033      59.5488    1424.86267      38.2502      55.4367
   1549.84741      61.4615      61.8204    1424.84741      38.1374      55.5689
   1549.83215      61.4946      62.8469    1424.83215      38.1015      55.7264
   1549.81689      59.8941      62.6542    1424.81689      38.1543      55.7700
   1549.80164      59.3234      62.6986    1424.80164      38.0663      55.7780
   1549.78638      59.4585      63.1171    1424.78638      38.0111      56.0635
   1549.77112      59.4376      63.1590    1424.77112      37.9973      56.1658
   1549.75586      59.0068      62.4062    1424.75586      37.9441      56.2878
   1549.74060      59.4124      63.3476    1424.74060      37.8990      56.4100
   1549.72534      59.2930      63.3462    1424.72534      37.9081      56.4805
   1549.71008      58.9200      62.7180    1424.71008      37.8395      56.6794
   1549.69482      59.3965      63.4751    1424.69482      37.8170      56.7466
   1549.67957      59.2753      63.5576    1424.67957      37.7524      56.8869
   1549.66431      59.5965      64.4518    1424.66431      37.7872      56.9224
   1549.64905      59.6309      64.7825    1424.64905      37.7429      57.2016
   1549.63379      59.2622      64.4588    1424.63379      37.7217      57.2855
   1549.61853      58.6934      63.8974    1424.61853      37.6311      57.2621
   1549.60327      58.6839      64.0112    1424.60327      37.6466      57.3854
   1549.58801      58.4060      63.9493    1424.58801      37.6203      57.5260
   1549.57275      58.2291      63.0950    1424.57275      37.6166      57.6133
   1549.55750      57.1510      60.7405    1424.55750      37.5453      57.8685
   1549.54224      56.4697      59.1185    1424.54224      37.5273      57.9595
   1549.52698      55.9781      57.7570    1424.52698      37.3845      58.1015
   1549.51172      56.8035      57.9767    1424.51172      37.4281      58.3079
   1549.49646      56.8475      57.9226    1424.49646      37.4298      58.2763
   1549.48120      57.2926      57.7577    1424.48120      37.3250      58.4395
   1549.46594      58.6335      58.5875    1424.46594      37.3897      58.5757
   1549.45068      59.9529      58.9604    1424.45068      37.4171      58.7348
   1549.43542      62.0586      59.3925    1424.43542      37.2972      58.8341
   1549.42017      66.1233      61.1809    1424.42017      37.2877      58.9434
   1549.40491      75.6392      63.7319    1424.40491      37.3027      59.0928
   1549.38965     151.9396      89.4535    1424.38965      37.2350      59.2033
   1549.37439     532.4750     217.9126    1424.37439      37.1716      59.2896
   1549.35913     789.5973     309.8190    1424.35913      37.2219      59.4940
   1549.34387     827.5026     327.2128    1424.34387      37.2007      59.6211
   1549.32861     861.6156     335.0874    1424.32861      37.1290      59.7786
   1549.31335     845.5420     333.8105    1424.31335      37.1189      59.8550
   1549.29810     852.6378     337.1153    1424.29810      37.0790      59.9299
   1549.28284     841.8197     332.4529    1424.28284      37.0896      60.0877
   1549.26758     824.1261     324.3472    1424.26758      37.0314      60.2658
   1549.25232     841.4233     332.0018    1424.25232      37.0409      60.3369
   1549.23706     743.2879     295.7411    1424.23706      36.9975      60.5886
   1549.22180     404.8388     177.5442    1424.22180      36.9687      60.6925
   1549.20654     117.0879      81.4047    1424.20654      36.9713      60.8450
   1549.19128      79.0239      69.3059    1424.19128      36.9249      60.9310
   1549.17603     100.3769      76.6538    1424.17603      36.8824      61.0937
   1549.16077     125.2357      85.1469    1424.16077      36.9401      61.2188
   1549.14551     128.1519      86.1397    1424.14551      36.9211      61.3871
   1549.13025     127.0743      85.6140    1424.13025      36.8717      61.4708
   1549.11499     125.4207      85.0579    1424.11499      36.9094      61.6382
   1549.09973     125.0995      83.4321    1424.09973      36.8189      61.7642
   1549.08447     122.4147      80.4961    1424.08447      36.8208      61.9638
   1549.06921     122.6560      80.4211    1424.06921      36.8309      61.9890
   1549.05396     122.8687      80.8613    1424.05396      36.8228      62.2617
   1549.03870     118.4435      79.5674    1424.03870      36.8168      62.2986
   1549.02344      88.9786      70.1756    1424.02344      36.7626      62.4387
   1549.00818      60.7436      60.6648    1424.00818      36.7557      62.6223
   1548.99292      58.6615      60.1858    1423.99292      36.7892      62.7450
   1548.97766      71.7652      64.4189    1423.97766      36.7206      62.8692
   1548.96240      87.6461      69.8658    1423.96240      36.7163      63.0075
   1548.94714      89.9440      70.6507    1423.94714      36.6769      63.2819
   1548.93188      91.1387      70.4288    1423.93188      36.6486      63.3605
   1548.91663      89.8011      69.9536    1423.91663      36.6434      63.4821
   1548.90137      89.5058      70.3749    1423.90137      36.6180      63.6267
   1548.88611      89.7831      71.3789    1423.88611      36.6787      63.8778
   1548.87085      91.9133      72.4036    1423.87085      36.6071      63.9964
   1548.85559      91.2536      71.8336    1423.85559      36.6071      64.0838
   1548.84033      88.1424      71.2053    1423.84033      36.5728      64.1942
   1548.82507      74.6408      66.5439    1423.82507      36.5318      64.3356
   1548.80981      57.3701      60.6442    1423.80981      36.5787      64.5596
   1548.79456      54.3251      59.8775    1423.79456      36.5934      64.5646
   1548.77930      54.8183      59.1826    1423.77930      36.6081      64.8833
   1548.76404      57.0522      59.8796    1423.76404      36.5520      64.9140
   1548.74878      57.4047      60.6422    1423.74878      36.5272      65.0947
   1548.73352      57.8031      61.6174    1423.73352      36.5357      65.2137
   1548.71826      57.7077      61.8004    1423.71826      36.4998      65.4605
   1548.70300      57.5584      61.6226    1423.70300      36.5390      65.5384
   1548.68774      57.5467      61.9171    1423.68774      36.4791      65.7419
   1548.67249      57.7283      62.2613    1423.67249      36.4932      65.7714
   1548.65723      57.3098      61.4746    1423.65723      36.5483      66.0333
   1548.64197      57.4351      62.1038    1423.64197      36.5031      66.2057
   1548.62671      55.5819      60.7697    1423.62671      36.4781      66.2110
   1548.61145      53.2478      59.3792    1423.61145      36.5282      66.4840
   1548.59619      53.0774      59.7406    1423.59619      36.5252      66.6165
   1548.58093      57.0300      61.6684    1423.58093      36.5284      66.5902
   1548.56567      63.8896      64.6500    1423.56567      36.5242      66.9604
   1548.55042      65.6633      65.5870    1423.55042      36.5254      66.9989
   1548.53516      67.1420      66.2617    1423.53516      36.4456      67.1616
   1548.51990      66.8229      67.5123    1423.51990      36.5149      67.3820
   1548.50464      67.1151      67.5761    1423.50464      36.4711      67.4205
   1548.48938      68.4377      72.7226    1423.48938      36.4684      67.5205
   1548.47412      69.2353      74.9105    1423.47412      36.5274      67.7928
   1548.45886      66.7389      67.2894    1423.45886      36.4867      67.9549
   1548.44360      65.4049      64.6129    1423.44360      36.4724      67.9523
   1548.42834      61.9304      63.3160    1423.42834      36.5057      68.1258
   1548.41309      55.5182      60.9601    1423.41309      36.4788      68.2577
   1548.39783      55.8553      61.4373    1423.39783      36.4886      68.4165
   1548.38257      73.9710      68.8189    1423.38257      36.4718      68.6185
   1548.36731     113.0691      84.4943    1423.36731      36.5117      68.6481
   1548.35205     125.5997      89.8624    1423.35205      36.5253      68.9019
   1548.33679     126.8264      90.5226    1423.33679      36.4417      68.9476
   1548.32153     126.7147      90.7343    1423.32153      36.4849      69.1592
   1548.30627     128.8299      93.8343    1423.30627      36.4499      69.3342
   1548.29102     128.8860      96.3676    1423.29102      36.4785      69.3988
   1548.27576     128.5505      96.5367    1423.27576      36.5061      69.5048
   1548.26050     129.0111      97.0910    1423.26050      36.4408      69.5401
   1548.24524     128.9792      97.4384    1423.24524      36.4393      69.8655
   1548.22998     112.7159      90.5040    1423.22998      36.5043      69.9739
   1548.21472      75.2389      75.4045    1423.21472      36.4897      70.0785
   1548.19946      68.5336      71.9131    1423.19946      36.4653      70.2584
   1548.18420     123.6855      91.1615    1423.18420      36.4957      70.3468
   1548.16895     274.5238     149.0610    1423.16895      36.5091      70.5166
   1548.15369     333.9725     171.3629    1423.15369      36.5368      70.5705
   1548.13843     338.1683     173.1512    1423.13843      36.4766      70.7724
   1548.12317     336.1027     174.4005    1423.12317      36.4492      70.8473
   1548.10791     336.2501     175.3281    1423.10791      36.5321      71.0256
   1548.09265     338.3755     178.0945    1423.09265      36.5599      71.1134
   1548.07739     334.7144     177.5530    1423.07739      36.5161      71.2402
   1548.06213     340.9431     179.6702    1423.06213      36.5622      71.4744
   1548.04688     336.1678     179.7284    1423.04688      36.5887      71.5719
   1548.03162     281.9580     159.5744    1423.03162      36.5726      71.6926
   1548.01636     140.3765     108.2689    1423.01636      36.6004      71.8469
   1548.00110     104.6707     118.1309    1423.00110      36.5975      72.0216
   1547.98584     234.1117     194.5305    1422.98584      36.6434      72.0604
   1547.97058     742.2652     645.1024    1422.97058      36.6786      72.1708
   1547.95532     883.0053     561.9062    1422.95532      36.5749      72.2172
   1547.94006     994.0405     924.7177    1422.94006      36.6541      72.4409
   1547.92480     889.4636     599.8018    1422.92480      36.6469      72.5003
   1547.90955     834.0583     413.6765    1422.90955      36.6463      72.6124
   1547.89429     818.6760     392.1976    1422.89429      36.6903      72.8045
   1547.87903     833.7244     404.8360    1422.87903      36.6916      72.9007
   1547.86377     816.5435     394.2568    1422.86377      36.7098      72.9896
   1547.84851     787.7665     390.5010    1422.84851      36.6947      73.1795
   1547.83325     705.7819     367.1978    1422.83325      36.7207      73.3116
   1547.81799     405.2471     511.2540    1422.81799      36.7553      73.3208
   1547.80273     179.3855     320.6986    1422.80273      36.7584      73.4785
   1547.78748     145.1455     121.3535    1422.78748      36.7394      73.6416
   1547.77222     375.5834     219.5601    1422.77222      36.7719      73.7294
   1547.75696     504.4511     279.4599    1422.75696      36.8204      73.7597
   1547.74170     518.5090     287.5830    1422.74170      36.8389      73.8366
   1547.72644     530.3727     289.9476    1422.72644      36.7878      74.0364
   1547.71118     514.9399     288.9109    1422.71118      36.8339      74.2521
   1547.69592     520.7364     285.5776    1422.69592      36.9200      74.1896
   1547.68066     507.0486     285.1643    1422.68066      36.8850      74.2722
   1547.66541     523.6347     287.1826    1422.66541      36.9213      74.2827
   1547.65015     497.0727     264.8877    1422.65015      36.8797      74.5769
   1547.63489     433.7968     236.4512    1422.63489      36.9444      74.6639
   1547.61963     222.9732     146.2330    1422.61963      36.9745      74.6599
   1547.60437      91.7819      91.7580    1422.60437      36.9783      74.8235
   1547.58911     116.1571     104.9444    1422.58911      36.9027      74.9199
   1547.57385     316.8602     197.1816    1422.57385      37.0295      75.0476
   1547.55859     476.7123     274.3636    1422.55859      37.1348      75.0500
   1547.54333     492.4957     285.7245    1422.54333      37.0598      75.1639
   1547.52808     493.9613     288.9623    1422.52808      37.0583      75.3331
   1547.51282     492.3526     290.2968    1422.51282      37.1046      75.2940
   1547.49756     496.2514     288.6681    1422.49756      37.0407      75.3336
   1547.48230     490.5889     284.3588    1422.48230      37.0728      75.5182
   1547.46704     494.0123     291.1541    1422.46704      37.1794      75.6188
   1547.45178     493.1552     298.4800    1422.45178      37.1669      75.6476
   1547.43652     451.0117     279.6710    1422.43652      37.2457      75.6964
   1547.42126     236.4761     177.7083    1422.42126      37.2236      75.7839
   1547.40601      85.6398     104.3543    1422.40601      37.2066      75.8424
   1547.39075      66.1108      95.0481    1422.39075      37.2755      75.9061
   1547.37549      65.5107      93.6064    1422.37549      37.2748      75.9939
   1547.36023      66.8005      95.9331    1422.36023      37.2862      76.0000
   1547.34497      64.7107      89.6997    1422.34497      37.3243      76.1307
   1547.32971      63.3784      86.2147    1422.32971      37.3771      76.1467
   1547.31445      62.8256      86.5501    1422.31445      37.4046      76.2771
   1547.29919      62.0907      85.2783    1422.29919      37.3566      76.2650
   1547.28394      61.6750      84.7326    1422.28394      37.4284      76.2834
   1547.26868      61.0956      84.3438    1422.26868      37.4502      76.5234
   1547.25342      60.3129      81.2854    1422.25342      37.4641      76.5770
   1547.23816      58.7498      77.6695    1422.23816      37.4877      76.4507
   1547.22290      54.7441      73.3221    1422.22290      37.5285      76.5296
   1547.20764      51.3284      70.9429    1422.20764      37.5747      76.5753
   1547.19238      52.0063      71.3266    1422.19238      37.6074      76.5868
   1547.17712      59.2331      74.7732    1422.17712      37.6416      76.7041
   1547.16187      67.4114      78.9793    1422.16187      37.6377      76.7481
   1547.14661      68.7613      79.8211    1422.14661      37.6346      76.6769
   1547.13135      69.1003      80.0308    1422.13135      37.6651      76.6769
   1547.11609      68.6113      79.9794    1422.11609      37.7328      76.8067
